Soberanía energética,Economía con justicia social,Ciencia tecnología y humanismo,Bienestar social,Trabajo,Estado,Distrito
Invertir en otro tipo de energías; diversificar para no depender de las que hay.,Subsidios al campo.,Fortalecer la educación básica.,Más programas como los de 60 y más.,Respeto a los derchos sindicales. Que los líderes no se enquisten en los sindicatos y que no vendan plazas.,Veracruz,3
Enfocar los esfuerzos en nuevas tecnologías; innovar.,Creación de parques industriales.,Apoyar la educación para poder trabajar de mejor forma el lado humanista de las personas.,"Concebir el bienestar social como bienestar espiritual, no sólo material. En sentido humanista.",Garantizar las condiciones de los trabajadores tanto en el sector público como en el privado.,Veracruz,3
Transparencia en las empresar que se encargan de brindar energía.,Dar cursos y talleres para PYMES y para personas físicas.,Ciencia y tecnología como asignatura base en la educación básica.,Hacer conciencia de la importancia de los apoyos y el beneficio.,"Creación de empleos con remuneración digna, no con el mínimo.",Veracruz,3
,Dessarrollo de industria y servicios.,Impulsar la cultura como derecho social.,Más cultura.,Aumentar los productos de la canasta básica.,Veracruz,3
,No endeudarnos ni apoyar a privados asumiendo su deuda.,Fortalecer el sentido humanista. Que todo éxito científico sea congruente con el humanismo mexicano.,"Crear el programa de 50 y más.,",Que regresen las pensiones a los trabajadores.,Veracruz,3
,Fomentar el emprendimiento en los jóvenes mediante su capacitación; implementar el ahorro.,Desarrollor la ciencia y la tecnología dirigidos al sector salud.,Trabajos para madres solteras acorde a su condición.,Reparto de utilidades en tiempo y forma.,Veracruz,3
,Impulsar empresas agrícolas vigiladas por el Estado.,Fortalecer las universidades autónomas. La nacional y las estatales.,"Fomentar el bienestar social por medio del mejoramiento e implementación de infraestructura, como campos deportivos y parques.",Impulsar cooperativas de trabajadores.,Veracruz,3
,Sustentar la autosuficiencia alimentaria desde el autoempleo.,Impulsar la cultura de nuestra nación.,Incrementar los apoyos de bienestar social.,Independencia de los sindicatos con respecto a los partidos políticos.,Veracruz,3
,Impulsar el emprendimiento.,,"Que el bienestar social no sea clientelista, sino un derecho universal.",,Veracruz,3
,Aumentar los productos de la canasta básica para mejorar la alimentación del pueblo.,,Verdadera inclusión.,,Veracruz,3
,,,Una mejor gestión de los recursos para ayudar al pueblo.,,Veracruz,3
,,,Fomentar la producción y el trabajo.,,Veracruz,3
Proyectos de inversión pública para energías limpias,Que el salario mínimo se siga incrementando,Crear la secretaría de ciencia y tecnología,Incrementar las pensiones para adultos mayores,Crear empleos bien remunerados y con prestaciones sociales para personas de más de 50 años ,Veracruz,4
Que las empresas energéticas no estén en manos de los extranjeros ,Fomentar más la inversión para que haya más empresas y se generen empleos,Impulsar la ciencia y tecnología nacionales y qué estás estén al servicio del pueblo y de las necesidades públicas,Que no falten los medicamentos en los centros y clínicas de salud,facilitar la capacitación para el autoempleo,Veracruz,4
Que los que los proyectos energéticos cumplan con normas ambientales estrictas,Fomento de proyectos turísticos para generar empleos,Qué se fomente más el uso y conocimiento de las lenguas indígenas,Garantizar que todos las niñas niños y jóvenes tengan becas para seguir estudiando ,acabar con el outsourcing y dar derechos laborales,Veracruz,4
Mayor inversión en energías limpias como la energía solar y eólica ,Bajar los impuestos a las actividades agrícolas y a las pequeñas empresas,Qué se fomente desde la educación básica el conocimiento sobre la ciencia la tecnología siempre de desde una visión humanista,reducir la edad para dar pensiones a adultos mayores,fomento al cooperativismo,Veracruz,4
Aumentar las carreras universitarias que tengan que ver con las energías limpias,Fomento al cooperativismo para que la gente sea la dueña de sus empresas,Qué haya educación científica en todos los niveles educativos,dar más apoyos a las personas con discapacidad,democratización de los sindicatos,Veracruz,4
,Apoyar a la creación y comercialización de artesanías de los pueblos indígenas para que estos se beneficien,Que la educación científica que imparta el estado esté acorde con las necesidades del país y de sus regiones,,reducción de la jornada laboral,Veracruz,4
,Que bajen los precios de los energéticos como la gasolina el gas y la luz,Incluir en los planes y programas de estudio de la sep el conocimiento de los pueblos originarios ,,reforma a la ley de pensiones,Veracruz,4
,Seguir apoyando y capacitando a jóvenes y mujeres en situación de vulnerabilidad para que puedan apoyar a la economía familiar,,,se pensione al trabajador al 100% y no se le despida,Veracruz,4
,Seguir construyendo infraestructura en todo el país,,,capacitación a mujeres para trabajar desde casa ,Veracruz,4
,,,,para los trabajadores,Veracruz,4
Dar oportunidad de los lugares de generar su propia electricidad y energía,Desarrollo de la economía familiar en proyectos de microempresas de fácil acceso para que la ciudadanía tenga ingresos que ayuden a su autoconsumo,Aprovechar el conocimiento científico de investigadores para desarrollar un programa de amor a la ciencia y tecnología en primaria secundaria y preparatoria para incrementar en la plantilla de científicos que desarrollen tecnología mexicana,Programa de apoyo a personas que tengan oficios,Incentivos fiscales para las empresas que cumplan con la ley respecto al trabajador revisión de los impuestos para trabajadores ante el incremento del salario,Veracruz,5
Realizar inversión en centros de trabajo petroleros donde se centraliza la economía petrolera con único medio de crecimiento YO mantenimiento de la economía regional,Fortalecer a las empresas productivas del Estado y crear nuevos que fortalezcan la economía interna,Más programas de posgrado con enfoque profesional para generar ciencias en beneficio del país,más apoyo a campesinos a comerciantes,Implementar como un derecho a todas las empresas de capacitación laboral para que trabajo tenga el derecho al ascenso y un mejor salario,Veracruz,5
que el acceso a la energía sea un derecho una reforma política de construcción de vivienda que permita utilizar menos electricidad materiales térmicos uso de iluminación solar no paneles aprovechamiento de los vientos una nueva arquitectura social,Implementar clases de economía en todos los niveles escolares,rescatar a todas esas mentes brillantes que se encuentran trabajando para otros países,para que tengan que invertir poner más énfasis donde existe migración de jóvenes  que emigran a otros países para proporcionar una mejor calidad de vida,una reforma laboral que vaya en beneficio de las condiciones laborales del trabajador,Veracruz,5
Profundizaron compromiso con la transición energética e impulsar la economía circular,erradicar el coyotaje de productos de la canasta básica y el acaparamiento de los productos para la reventa,poner la ciencia al servicio de la comunidad,Que haya más inversión en el campo y más apoyo al trabajo de campesinos el campo no es sólo no sólo es maíz y recorestación,evitar que el outsourcing se aproveche de los trabajadores Mejor haz los programas de pensión y jubilaciones,Veracruz,5
línea de acción y de investigación a través de desarrollo energético orgánico,disminuir los impuestos a los trabajadores,revisión de planes educativos y metodología de enseñanzas integrado como evitar la corrupción desde muy temprana edad,recuperar para el pueblo  los inmuebles o crosos,Revisar el outsourcing ya que todavía sigue habiendo y sólo se está simulando,Veracruz,5
cuidar todas las plantas de producción ya existentes con el fin de tener una alternativa en caso de no producir en alguna de las más utilizadas,Diseñar un plan que evalúe correctamente las contribuciones de las pequeñas y medianas empresas para que se evite su cierre,Que se incluya una materia sobre tecnología en el plan de estudios de la educación primaria,Que exista un mejor trato de las empresas a sus empleados,Hacer un análisis minucioso en beneficio de los trabajadores pero también de las condiciones de la empresa para darle algunas facilidades que se reflejen en beneficio del trabajador,Veracruz,5
Replantear los indicadores con los que se miden los resultados Pues muchas veces por querer dar resultados perjudican los proyectos como la ex extracción de gas por ejemplo ver a futuro el tratamiento de nuevos residuos generados por energías limpias por ejemplo las baterías de litio,Que la economía sea lo más justa posible,la coordinación con instituciones es decir Gobierno Universidad para garantizar lo que se necesite en proyectos gubernamentales sea lo que se desarrolle en las universidades,En los programas sociales se debe de crear una política que permita al mexicano convertirse en dueños o patrones de sus propios negocios donde existan habilidades o talento,que se garantice las prestaciones de ley a los servidores públicos para evitar la corrupción,Veracruz,5
Construir a mediano y largo plazo 3 refinerías más para sustituir a Madero Minatitlán y Salamanca para ser independientes justicia energética revisión de tarifas eléctricas que sean justas más impulso a la petroquímica secundaria,analizar el presupuesto para el campo ya que hay muchos productores que no son tomados en cuenta como por ejemplo ganadores agricultores que son pequeños productores y no entran en programas establecidos,Crear un órgano autónomo constitucional que se encargue de regular impulsar desarrollar vigilar entre otros de la innovación científica y tecnológica de nuestro país,que poseer fortalecer a la población que tiene deseos de progresar con su propio esfuerzo por parte de  lineamientos para el progreso de Poza Rica ,Respetar las vacaciones de los trabajadores ya que muchas empresas no les dan ni se las pagan a sus empleados,Veracruz,5
crear un plan de contingencia para no quedarnos sin energía eléctrica en desastres naturales como huracánes,,,Continuar con los programas de invitación a la inversión de empresas extranjeras para que vean cómo la mejor opción de invertir sea nuestro país,exigir mejores condiciones laborales a las empresas privadas para que realmente se ejerza el artículo 123 constitucional,Veracruz,5
buscar la soberanía energética pero con proyectos de energía limpias,,,regular adecuadamente la entrega de apoyos sociales para evitar el uso indebido de nuestros recursos,el control de pago de utilidades en todas las empresas así como el respeto al horario laboral favor de checar,Veracruz,5
