Pueblos originarios y afromexicanos,Medio ambiente,Campo y autosuficiencia alimentaria,Estado,Distrito
ayudar a los ejidatarios,que la basura sea tratada,"el ha apoyado al campesino, que los apoyos sean entregados y vigilados, sembrar la tierra",Yucatán,5
que se mantengan en vigor los derechos constitucionales de todos los pueblos originarios y afromexicanos,no darle permisos a las granjas percicolas.,"si ha hecho mucho por el campo pero como siemore habrá mucho por hacer como por ejemplo ayudandolos con semillad, fertilizantes entre otros, para que seamos autosuficientes",Yucatán,5
que siga la transformación,cuidar el subsuelo,"este gobierno va muy bien, arriba la 4t",Yucatán,5
leyes gubernamentales para la cero discriminación,mejorar las leyes en el estado de Yucatán,prpgramas a los campesinos con proyectos de producción,Yucatán,5
"que en los pueblos donde haya zonas arqueológicas, las personas origiarias no paguen para disfrutar las exposiciones",conscientizar a la comunidad para conservar y sembrar los arboles,asesoría y apoyo a agricultores para formentar producción agricola,Yucatán,5
qe den más apoyos a los pobres,"brindar protección a los municipios vulnerables, donde se han asentado las empresas kekén que han contaminado aguas en el estado de Yucatán",apoyo a los productores con fertilizantes y apoyo económico,Yucatán,5
que no se cobre la entrada a nuestras zonas turisticas ya que son nuestras,Revisar a las empresar Kekén porque han contamidado aguas,ha hecho un gran cambio al país e impulsado al sur,Yucatán,5
supervisores que sean honestos,sembrar más árboles,"promueve el trabajo en el campo con apoyo económico, agrícola. verificar el uso de los apoyos y la repartición del mismo. darle mayor seguimiento a las personas que realmente trabajan las tierras. monitorear el trabajo de los encargados en la repartición de los apoyos",Yucatán,5
igualdad en el trato,que siga ampliando la atención prioritaria,cumple con el bienestar de los campesinos. falta más apoyo para los ejidatarios y seguridad.,Yucatán,5
que los apoyos sean por igual,hacer mucha conciencia sobre el edio ambiente y el maltrato animal. ,reparto de fertilizantes,Yucatán,5
que baje el costo de la gasolina,prohibir las corridas de toros,mas apoyo al campo,Yucatán,5
igualdad para todos,Tratamiento de basura,que se generen estrategias para los campesinos y a su vez consumir mejores productos con menos químicos,Yucatán,5
Todo es posible,reciclar basura,que los apoyos que manden de maíz y semillas sean para todos los campesinos no solo los de un solo partido,Yucatán,5
Trato igual para todos,concientizar a la comunidad,mejor servicio,Yucatán,5
que los beneficios lleguen realmente a la gente indígena,crear leyes y hacerlas valer para proteger el medio ambiente,"dotación de semillas, fertilizantes, bombas de agua",Yucatán,5
oficinas cercanas a los municipios indígenas,limpiar la basura de las areas deportivas,"ha hecho mucho pero falta muchio por hacer como por ejemplo mas proyectos para el campo y ganadería , aves de traspatio y mucho más",Yucatán,5
que todos los programas dirigidos sean equitativos.,cerrar las granjas porcinas ilegales,trabajar el campo ,Yucatán,5
apoyar a los progranas sin suspender el tiempo,construir parques eolicos y paneles solares,que lleven más apoyo al campo,Yucatán,5
que se respeten las tierras,procesar la basura de nuestro municipio,mas apoyo al campo y a los pequeños campesinos,Yucatán,5
más apoyos a la gente,reforestación,"el gobierno está trabajando súper bien y queremos que siga el partido de morena, el presidente lópez obrador es un presidente honesto",Yucatán,5
"Pensar en un sistema político hibrido, entre sistemas comunitarios y sistema de partidos",Que se le preste más atención al problema de la basura,"han beneficiado al campo y campesinos, han abatido la pobreza y en lo personal necesito apoyo de vivienda, ojalá que sigan apoyando los próximos gobiernos al pueblo de méxico",Yucatán,5
,que se proteja más a la flora y fauna que yaestán en peligro de extinción acá en Yucatán,dar el precio de la miel precio justo,Yucatán,5
,brindar protección a los municipios vulnerables donde se han acentado las empresas de kekén,programas sociales mayor recurso económico,Yucatán,5
,que se deje de usar hervicida,ampliar y fortalecer los programas sociales,Yucatán,5
,ampliar las redes electricas,sistema de riego e insumos cosecha y siembra exitosa,Yucatán,5
,"cultivando más árboles, y no cortarlos","sembrando vida, dar semillas y árboles",Yucatán,5
,siembra de más árboles,ha otorgado más que cualquier gobierno apoyos al campo,Yucatán,5
,,darle el privilegio a los campesinos,Yucatán,5
,,ampliar programas sociales,Yucatán,5
,,más siembra más ayuda,Yucatán,5
,,"maquinaría para el campo, fertilizante y un asesor",Yucatán,5
,,"pozo para el riego y motor para sacar el agua, mangueras",Yucatán,5
,,más apoyo al campo y que los campesinos que la trabajen de verdad y el reparto de despensas para los adultos mayores,Yucatán,5
,,captar turismo internacional con el tren maya,Yucatán,5
,,faltaría sembrar frijol y maíz que es lo que más se necesita para la alimentación,Yucatán,5
,,"este gobierno va muy bien, arriba la 4t",Yucatán,5
,,fábricas en maxcau,Yucatán,5
,,generar empleo,Yucatán,5
,,apoyo de fertilizante,Yucatán,5
,,de todo,Yucatán,5
,,autosuficiencia alimentaria ,Yucatán,5
,,apoyo al cultivo de aguacate para la autosuficiencia alimenticia,Yucatán,5
,,generar empleo atrayendo inversión,Yucatán,5
,,"los beneficios han sudo el programa sembrando vida, necesitamos mucho más apoyo para este sector en equipo y material. energía electrica sustentable como paneles para evitar pagar mucho mas de lo que un campesino tiene, es importante que este sector tenga apoyo.",Yucatán,5
,,seguir visitando comunidades para apoyarlas,Yucatán,5
,,ha trabajado bien para todos en general,Yucatán,5
,,"muy bien que el programa se pague cada mes, si se puede ampliar el sistema de riego de los productos básicos como frijol, maíz, calabaza y más y que se les gratifique a las amas de casa.",Yucatán,5
,,el gobierno ha trabajado muy bien a diferencia de los demas pero aun falta que el sueldo suba y los precios bajos,Yucatán,5
,,apoyar más la apicultura,Yucatán,5
,,el gobierno va muy bien,Yucatán,5
,,"mejoras al campo, mas apoyos y becas, adultos mayores y jóvenes",Yucatán,5
,,"mejorar los apoyos y mejor supervición, sembrando vida, mejora las semillas, fertilizantes a su tiempo, solucionar los problemas ejidatarios, comunales en todo el estado y el país",Yucatán,5
,,apoyar mas a los campesinos y apoyar la venta de su esfuerzo,Yucatán,5
,,que siga el apoyo a los campesinos ,Yucatán,5
,,programas como sistema de riegos y para fortalecer eso es importante gestionar en la elaboración de pozos en zonas de donde los campesinos tengan el acceso al vital líquido,Yucatán,5
,,falta apoyo al productor agricola o al menos no he recibido apoyo,Yucatán,5
,,darle empleo a la gente de 45 años en adelante que aún tiene fuerza para trabajar ,Yucatán,5
,,más programas sociales para ayudar a los campesinos,Yucatán,5
,,seguir abatiendo la probeza y no dejar de apoyar al campo agricola,Yucatán,5
,,apoyo adel campo como sistema de riego,Yucatán,5
,,que haya programas para el campo abarcando todo relacionado,Yucatán,5
,,que los programas de apoyo al campo se reactiven en las comunidades que no han tenido el suficiente apoyo,Yucatán,5
,,maquinarias y pozos,Yucatán,5
,,el programa sembrando vida que se le de apoyo a los beneficiarios para la comercialización de sus productos,Yucatán,5
,,"electricidad, maquinaria, caminos",Yucatán,5
,,más desarrollo en el campo,Yucatán,5
,,se ha entregado apoyo falta fomentar el producto local,Yucatán,5
,,está trabajando ya poyando el campo,Yucatán,5
,,implementar mas programas y mas insumos para apoyar al campesino,Yucatán,5
,,que siga sembrando vida,Yucatán,5
,,el presidente de la república sea el encargado de trabajar de la mano de los campesinos ,Yucatán,5
,,mejorar los programas de ayuda,Yucatán,5
,,seguir apoyando a los productos de milpa,Yucatán,5
,,falta apoyos al campo ,Yucatán,5
,,"apoyo a los productores, fertilizantes y semillas",Yucatán,5
,,apuesto a las bases para reactivar al campo,Yucatán,5
,,subir los sueldos,Yucatán,5
,,apoyos para el campo y recursos para ampliar todo lo que es consumo,Yucatán,5
,,"programas de apoyo adultos mayores, más apoyos de vivienda",Yucatán,5
,,apoyos con insumos que puedan utilizar los campesinos para obtener una buena agricultura,Yucatán,5
,,ha apoyado con el sembrando vida,Yucatán,5
,,la prioridad que tiene para los campesinos so los insumos para elaboración de un proyecto de siembra,Yucatán,5
,,"pozos, más sembrando vida",Yucatán,5
,,recursos y más apoyos para el campo,Yucatán,5
,,seguir apoyando a los campesinos y a los viejitos de la tercera edad con alimentos básicos,Yucatán,5
,,"que se fije el precio del maíz, falta agua para trabajar más el campo",Yucatán,5
,,estrategias para generar mas recursos para ellos,Yucatán,5
,,"proporcionar fertilizantes, semillas, insumos para el campo, ayudar al campesino del medio rural",Yucatán,5
,,credito al campo para incentivar la producción en el campo,Yucatán,5
,,más proyecto que le beneficien a la gente del campo,Yucatán,5
,,"se le agradece al presidnete amlo por el apoyo es el único en la historia, seguir sembrando al campo",Yucatán,5
,,"lo que los campesinos requieren de más apoyo para el campo para producir el sistema de riego, tener supervisión de ingeniero agropecuario que ayude a fortalecer las producciones que se realizan en beneficio del productor",Yucatán,5
,,"maquinaria, sistema de riego",Yucatán,5
,,"hace falta tractores, pozos, fertilizantes, semillas para mejorar el campo",Yucatán,5
,,"tractotes, sistemas de riego, pozos, electricidad",Yucatán,5
,,hace falta más impulsos por el campo en maxcanu lo hecho por amlo está bien,Yucatán,5
,,"reforrestación, viveros, sistema de riego",Yucatán,5
,,"financiamiento para comprar semillas, tractores y fertiliznates",Yucatán,5
,,más apoyo al campo y a los pueblos,Yucatán,5
,,fortalecer el campo con infraestructura como sistemas de riego y pozos profundos,Yucatán,5
,,"ha apoyado al campo con sembrando vida, dar orientaciones a las nuevas generaciones para que tengan amor a la tierra, seguir apoyando a los campesinos",Yucatán,5
,,ha hecho bastante pero quiero que siga porque falta mucho por hacer,Yucatán,5
,,el apoyo de maquinaria pesada para resolver mas el trabajo,Yucatán,5
,,más apoyos al campo como maquinaria y herramientas para facilitar los trabajos,Yucatán,5
,,apoyo con despensa,Yucatán,5
,,trabajando para que produzca porque se está acabando,Yucatán,5
,,fomentar más empleo,Yucatán,5
,,falta seguir creciendo con el proyecto,Yucatán,5
,,más trabajo y apoyo con ing. agricolas para un mejor desarrollo,Yucatán,5
,,"seguir ayudando a las personas de la tercera edad, apoyos para las cosas",Yucatán,5
,,apoyo a ganadería,Yucatán,5
,,más programas para el campo,Yucatán,5
,,ha hecho mucho,Yucatán,5
,,apoyar con programas y apoyos al campo dotarlos de insumos para poder producir,Yucatán,5
,,de mucha ayuda,Yucatán,5
,,"seguir fortaleciendo los apoyos sociales para hombres y mujeeres del campo, apoyos a las amas de casa",Yucatán,5
,,"insumos, herramientas y trabajos",Yucatán,5
,,más recursos para el campo,Yucatán,5
,,"me gustaría que haya más apoyo hacia los campesinos con un sistema de riego, fertilizante o incluso semillas",Yucatán,5
